Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.blockConduitFacade.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Paving Slab of Travel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Floor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Instability Orb Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laboratory Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stardust Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - specialEffects.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infested End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burned End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Ravaged Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Igneous Rock Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sphalerite with Stardust
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Persegrit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Wall)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Rock)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Ceiling)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Disabled)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Non-triggerable - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Spread - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Unlit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Puzzle (Distributor - Square - Lit)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.biomeIslandCore.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Glowing Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowing Obsidian Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Powder Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Falling Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Apatite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Apatite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Balsa Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Walnut Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greenheart Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahoe Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Poplar Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Papaya Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plum Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Citrus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Sequoia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ipe Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Padauk Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cocobolo Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zebrawood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Larch Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Teak Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chestnut Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wenge Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Baobab Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sequoia Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kapok Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ebony Wood (Fireproof)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood (Fireproof)
